station_name,fecha,pv_voltage_V_NORM_MEAN,pv_voltage_V_NORM_MIN,pv_voltage_V_NORM_MAX,pv_current_A_NORM_MEAN,pv_current_A_NORM_MIN,pv_current_A_NORM_MAX,pv_power_W_NORM_MEAN,pv_power_W_NORM_MIN,pv_power_W_NORM_MAX,battery_soc_%_NORM_MEAN,battery_soc_%_NORM_MIN,battery_soc_%_NORM_MAX,battery_voltage_V_NORM_MEAN,battery_voltage_V_NORM_MIN,battery_voltage_V_NORM_MAX,battery_current_A_NORM_MEAN,battery_current_A_NORM_MIN,battery_current_A_NORM_MAX,load_voltage_V_NORM_MEAN,load_voltage_V_NORM_MIN,load_voltage_V_NORM_MAX,load_current_A_NORM_MEAN,load_current_A_NORM_MIN,load_current_A_NORM_MAX,load_power_W_NORM_MEAN,load_power_W_NORM_MIN,load_power_W_NORM_MAX,controller_temp_C_NORM_MEAN,controller_temp_C_NORM_MIN,controller_temp_C_NORM_MAX,energy_generated_today_kWh_MAX,energy_consumed_today_kWh_MAX,battery_voltage_RANGE,controller_temp_RANGE,es_dia_productivo
AguasAgrias,2026-05-22,0.3117248678696968,0.0,0.9609049414566384,0.0568720379146919,0.0,0.7440758293838863,0.0824305476363827,0.0,0.7397608750953956,0.7675862068965518,0.6,1.0,0.8991569844306534,0.8673883626522328,0.9790257104194858,0.0877702910996609,0.0,0.7777777777777778,0.8990481078811068,0.8673883626522328,0.9790257104194858,0.1772253408179631,0.127906976744186,0.2325581395348837,0.1788257542180066,0.117395029991431,0.2227934875749785,0.5513213743532546,0.3480083857442347,0.9290206648697216,0.08,0.05,0.11,0.58,True
AguasAgrias,2026-05-23,0.2791717933452404,0.0,0.97003373685255,0.0743127962085308,0.0,0.7630331753554503,0.0907148308318494,0.0,0.7730857288221826,0.7713333333333333,0.6,1.0,0.9015155615696888,0.8667117726657646,0.986468200270636,0.0968071519795657,0.0,0.8314176245210728,0.9015245827695084,0.8667117726657646,0.986468200270636,0.1812403100775194,0.127906976744186,0.2441860465116279,0.1740759782919166,0.1165381319622964,0.2193658954584404,0.5334770889487871,0.3617849655585504,0.8873914345612458,0.08,0.05,0.12,0.53,True
AguasAgrias,2026-05-24,0.3042019375309369,0.0,0.9642786267116492,0.0609576728223566,0.0,0.7345971563981043,0.0849861256092889,0.0,0.7781734927499364,0.7819540229885058,0.6,1.0,0.901770021619772,0.8673883626522328,0.9857916102841678,0.0912053551768177,0.0,0.8045977011494254,0.9017777985161682,0.8673883626522328,0.9857916102841678,0.1808340016038492,0.1395348837209302,0.2441860465116279,0.1750435836066542,0.1053984575835475,0.2227934875749785,0.5541751436351305,0.3462114405510632,0.9676549865229112,0.08,0.04,0.12,0.62,True
AguasAgrias,2026-05-25,0.3601840427275943,0.0,0.9626910101210556,0.043220688234082,0.0,0.6398104265402844,0.0724259785650293,0.0,0.6621724751971508,0.78,0.6,1.0,0.90000441254339,0.868064952638701,0.9837618403247632,0.078127602865234,0.0,0.7164750957854407,0.8999602871094899,0.868064952638701,0.9837618403247632,0.1782103134479271,0.1162790697674418,0.2441860465116279,0.1764837375656645,0.1062553556126821,0.2536418166238218,0.5845280414599529,0.3737646001796945,0.9787361485474692,0.07,0.05,0.12,0.6,False
AguasAgrias,2026-05-26,0.3332629148555247,0.0,0.9686445723357808,0.0560566681954848,0.0,1.0,0.0837976601756646,0.0,0.8178580513864157,0.778494623655914,0.6,1.0,0.9001993394153681,0.8667117726657646,0.9756427604871448,0.0928603798459193,0.0,0.8850574712643678,0.9003593929605541,0.8667117726657646,0.9756427604871448,0.1789197299324831,0.1162790697674418,0.2441860465116279,0.1759865844781675,0.1062553556126821,0.2253641816623821,0.5574523310372367,0.3743635819107517,0.8900868523510033,0.08,0.05,0.11,0.52,True
AguasAgrias,2026-05-27,0.3256559234014292,0.0,0.9402659257789244,0.0671014968795457,0.0,0.9952606635071092,0.090491674453632,0.0,0.7842788094632409,0.7896039603960396,0.6,1.0,0.9032945243103472,0.8673883626522328,0.9884979702300406,0.0977959864952012,0.0,0.8927203065134101,0.903220836292019,0.8673883626522328,0.9884979702300406,0.180980888786553,0.1162790697674418,0.2325581395348837,0.1765973512518347,0.1293916023993145,0.2313624678663239,0.5535124941065536,0.3536987121892782,0.9104522312069482,0.07,0.04,0.12,0.56,False
AguasAgrias,2026-05-28,0.430877616132627,0.0,0.9531653105774957,0.0431401142301616,0.0,0.3554502369668246,0.0829794728293837,0.0,0.5120834393284152,0.8382051282051282,0.64,1.0,0.910343152562368,0.874830852503383,0.9783491204330176,0.0903330386089006,0.0,0.5517241379310345,0.9103865237153465,0.874830852503383,0.9763193504736132,0.1800834824090638,0.1162790697674418,0.2093023255813953,0.1750818447476545,0.1225364181662382,0.221936589545844,0.6439130401394553,0.3962264150943396,0.912848158131177,0.08,0.05,0.1,0.52,True
AguasAgrias,2026-05-29,0.2445318270070767,0.0,0.9527684064298472,0.0592661357306884,0.0,0.6161137440758294,0.0728520588397275,0.0,0.6464004070211142,0.7660824742268042,0.59,1.0,0.89893698645425,0.8673883626522328,0.9837618403247632,0.0778528261642374,0.0,0.6743295019157088,0.8989090858362513,0.8673883626522328,0.9837618403247632,0.1835291297051066,0.1395348837209302,0.2674418604651163,0.1753460719617664,0.1113967437874892,0.2116538131962296,0.5144635562842138,0.3210542078466606,0.9646600778676252,0.07,0.05,0.12,0.64,False
AguasAgrias,2026-05-30,0.2450761255191959,0.0,0.9597142290136932,0.0647709320695102,0.0,0.6635071090047393,0.0739466320341683,0.0,0.6484355125922158,0.768859649122807,0.6,1.0,0.9005946869881063,0.8673883626522328,0.9857916102841678,0.0796867648047321,0.0,0.6704980842911877,0.9005828169883437,0.8673883626522328,0.9878213802435724,0.1800285597715218,0.127906976744186,0.2441860465116279,0.1805574347179001,0.1096829477292202,0.2442159383033419,0.4877523998675935,0.356094639113507,0.7717879604672058,0.08,0.05,0.12,0.42,True
AguasAgrias,2026-05-31,0.0588472415161738,0.0,0.2968843024409605,0.0087381516587677,0.0,0.1279620853080569,0.0073931569575171,0.0,0.1025184431442381,0.6159375,0.59,0.67,0.8707078822733424,0.8660351826792965,0.8802435723951286,0.0085009578544061,0.0,0.1187739463601532,0.8707713125845737,0.8660351826792965,0.8802435723951286,0.1900436046511628,0.1511627906976744,0.2209302325581395,0.178127677806341,0.1225364181662382,0.2099400171379606,0.3747285864031147,0.3587900569032644,0.4007187780772686,0.0,0.02,0.01,0.04,False
